Name (click to view)ˇ,Manufacturer,Date Manufactured,Players,Type,Theme,IPDB Link
All American Football,Peo Manufacturing Corporation,"September, 1935",1,EM,Sports - Football,https://www.ipdb.org/machine.cgi?gid=4948&puid=38895
All American Odd Ball,All American Amusements,"April, 1988",1,SS,,https://www.ipdb.org/machine.cgi?gid=3682&puid=38895
All Out,Sullivan-Nolan Advertising Company [WWII Conversions Only],"April, 1943",1,EM,,https://www.ipdb.org/machine.cgi?gid=3840&puid=38895
All Star Baseball,Chicago Coin Machine Manufacturing Company,1962,2,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=53&puid=38895
All Star Baseball,Williams Manufacturing Company,"February, 1954",6,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=2869&puid=38895
All Star Baseball,Valley Dynamo,"December, 2017",2,SS,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=6504&puid=38895
All Stars,Chicago Coin Machine Manufacturing Company,"February, 1968",2,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=55&puid=38895
All Stars,A.B.T. Manufacturing Company,"January, 1935",1,EM,Sports - Football,https://www.ipdb.org/machine.cgi?gid=56&puid=38895
All Stars,Bally Manufacturing Corporation,"April, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=57&puid=38895
All Stars,Williams Manufacturing Company,31-May-47,1,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=2870&puid=38895
All Stars,D. Gottlieb & Company,"January, 1972",1,EM,,https://www.ipdb.org/machine.cgi?gid=3744&puid=38895
All The Way,Bally Manufacturing Corporation,"October, 1964",2,EM,Circus/Carnival,https://www.ipdb.org/machine.cgi?gid=6278&puid=38895
All-American,Dixie Music Co.,"February, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=58&puid=38895
All-American Automatic Base Ball Game,"Amusement Machine Corporation of America, Ltd.",1929,1,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=6107&puid=38895
All-American Quarterback,Williams Manufacturing Company,13-Oct-49,1,EM,Sports - Football,https://www.ipdb.org/machine.cgi?gid=1886&puid=38895
All-American Twin,Dallas Novelty Sales Company Incorporated,"October, 1932",2,ME,,https://www.ipdb.org/machine.cgi?gid=3919&puid=38895
All-Star Basketball,D. Gottlieb & Company,"January, 1952",1,EM,Sports - Basketball,https://www.ipdb.org/machine.cgi?gid=54&puid=38895
All-Star Basketball Game,Gotham Pressed Steel Corporation,1947,1,ME,Sports - Basketball,https://www.ipdb.org/machine.cgi?gid=5690&puid=38895
All-Star Basketball Game (with bell),Gotham Pressed Steel Corporation,1947,1,ME,Sports - Basketball,https://www.ipdb.org/machine.cgi?gid=4703&puid=38895
Alligator,Bally Manufacturing Corporation,"June, 1969",4,EM,Adventure - Alligators - Water,https://www.ipdb.org/machine.cgi?gid=59&puid=38895
Aloha,D. Gottlieb & Company,"November, 1961",2,EM,Hawaii,https://www.ipdb.org/machine.cgi?gid=62&puid=38895
Aloha,Nate Schneller Incorporated,"January, 1949",1,EM,American Places - Beach - Happiness - Hawaii - Swimming - Water - Women,https://www.ipdb.org/machine.cgi?gid=2871&puid=38895
Aloha,Advertising Posters Company,,,,Hawaii,https://www.ipdb.org/machine.cgi?gid=5100&puid=38895
Aloha,Williams Manufacturing Company,,1,EM,American Places - Hawaii,https://www.ipdb.org/machine.cgi?gid=5957&puid=38895
Aloha,,"October, 2015",1,EM,American Places - Hawaii,https://www.ipdb.org/machine.cgi?gid=6314&puid=38895
Alpha 2001,Costruzioni Elettroniche Automatiche,1977,1,SS,Space Fantasy,https://www.ipdb.org/machine.cgi?gid=3688&puid=38895
Alpine Club,Williams Electronic Manufacturing Company,"February, 1965",1,EM,Sports - Snow Skiing - Vacationing,https://www.ipdb.org/machine.cgi?gid=63&puid=38895
Always Seven,"Etablissement Marchant, S.A.",1950,,EM,,https://www.ipdb.org/machine.cgi?gid=4463&puid=38895
Amazon Hunt,"D. Gottlieb & Company, a Columbia Pictures Industries Company","September, 1983",4,SS,,https://www.ipdb.org/machine.cgi?gid=66&puid=38895
Amazon Hunt,Naujoks-Schulze-Menke,1985,4,SS,,https://www.ipdb.org/machine.cgi?gid=5691&puid=38895
Amazon Hunt II,Premier Technology,"May, 1987",4,SS,,https://www.ipdb.org/machine.cgi?gid=3975&puid=38895
Amazon Hunt III,Premier Technology,"September, 1991",4,SS,,https://www.ipdb.org/machine.cgi?gid=4432&puid=38895
Ambassador,Bally Manufacturing Corporation,1936,1,EM,,https://www.ipdb.org/machine.cgi?gid=4180&puid=38895
Ambassador (Standard),Stoner Manufacturing Company,"February, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=67&puid=38895
Ambassador De Luxe Jr.,Stoner Manufacturing Company,"February, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=5820&puid=38895
Ambassador De Luxe Sr.,Stoner Manufacturing Company,"February, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=5821&puid=38895
Amber,Williams Manufacturing Company,8-Jan-47,1,EM,Girls - Women,https://www.ipdb.org/machine.cgi?gid=68&puid=38895
America 1492,"Juegos Populares, S.A.",1986,4,SS,Historical,https://www.ipdb.org/machine.cgi?gid=5013&puid=38895
America's Most Haunted,Spooky Pinball LLC,21-Mar-14,4,SS,Ghost Hunting - Supernatural,https://www.ipdb.org/machine.cgi?gid=6161&puid=38895
American Beauty,Westerhaus Amusement Company,"March, 1945",1,EM,,https://www.ipdb.org/machine.cgi?gid=5451&puid=38895
American Beauty,Unknown Manufacturer,"April, 1945",1,EM,,https://www.ipdb.org/machine.cgi?gid=2872&puid=38895
American Beauty,"Daval Mfg Company Incorporated, G.B.","June, 1934",1,ME,,https://www.ipdb.org/machine.cgi?gid=2873&puid=38895
American Beauty,Gee Bee Manufacturing Company,"February, 1934",1,ME,,https://www.ipdb.org/machine.cgi?gid=3640&puid=38895
American Keen Ball Game,The W. C. Peters Company,,1,ME,,https://www.ipdb.org/machine.cgi?gid=4821&puid=38895
American League,Bally Manufacturing Corporation,"May, 1939",1,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=5001&puid=38895
Amigo,Bally Manufacturing Corporation,"May, 1974",4,EM,Dancing - Happiness - Music - Singing - Mexican Culture,https://www.ipdb.org/machine.cgi?gid=71&puid=38895
Amuzu,Caldwell Novelty Co.,"March, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=6237&puid=38895
Ana Bond,Talleres del Llobregat S.A. [Automaticos],1966,1,EM,Adventure - Fantasy,https://www.ipdb.org/machine.cgi?gid=4610&puid=38895
Anabel,Stoner Manufacturing Company,"November, 1940",1,EM,,https://www.ipdb.org/machine.cgi?gid=72&puid=38895
Anchors Aweigh,Shyvers Coin Automatic Machine Company,"January, 1934",1,ME,Military - Nautical - Naval- Navy,https://www.ipdb.org/machine.cgi?gid=4727&puid=38895
Andromeda,Sigma,,1,,Space Fantasy,https://www.ipdb.org/machine.cgi?gid=5531&puid=38895
Andromeda,"Game Plan, Incorporated","September, 1985",4,SS,Fantasy - Women,https://www.ipdb.org/machine.cgi?gid=73&puid=38895
Angels,Dama S.R.L.,1970,1,EM,Motorcycles,https://www.ipdb.org/machine.cgi?gid=4396&puid=38895
Angle Lite,Coincraft Corporation,"June, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=74&puid=38895
Animated,Stoner Manufacturing Company,"February, 1940",1,EM,,https://www.ipdb.org/machine.cgi?gid=821&puid=38895
Antar,Playmatic,"November, 1979",4,SS,Dragons - Fantasy,https://www.ipdb.org/machine.cgi?gid=3646&puid=38895
Antares,Nordamatic,1979,4,SS,,https://www.ipdb.org/machine.cgi?gid=3689&puid=38895
Anti-Aircraft,Glickman Industries,"August, 1944",1,EM,,https://www.ipdb.org/machine.cgi?gid=3856&puid=38895
Apache,Playmatic,1975,1,EM,,https://www.ipdb.org/machine.cgi?gid=4483&puid=38895
Apache!,"Taito do Brasil, a division of Taito, Japan",,4,SS,Native Americans - Warriors,https://www.ipdb.org/machine.cgi?gid=4660&puid=38895
Apero Ball,Comet,,1,EM,,https://www.ipdb.org/machine.cgi?gid=6114&puid=38895
Apocalypse Now,Jeutel,1985,4,SS,,https://www.ipdb.org/machine.cgi?gid=3932&puid=38895
Apollo,"Williams Electronics, Incorporated",19-Jun-67,1,EM,Space Exploration,https://www.ipdb.org/machine.cgi?gid=77&puid=38895
Apollo 13,"Sega Pinball, Incorporated","October, 1995",6,SS,Disaster - Space,https://www.ipdb.org/machine.cgi?gid=3592&puid=38895
Apollo Ball,Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=3648&puid=38895
Apollo Moon Shot Rifle,Chicago Coin Machine Manufacturing Company,"December, 1968",1,EM,Fantasy - Outer Space - Science Fiction,https://www.ipdb.org/machine.cgi?gid=6487&puid=38895
Apollo-9,Talleres del Llobregat S.A. [Automaticos],1969,1,EM,Space Exploration,https://www.ipdb.org/machine.cgi?gid=5304&puid=38895
Apolo 2001,Manufacturas Automaticas Americanas,1969,1,EM,Space Exploration,https://www.ipdb.org/machine.cgi?gid=5756&puid=38895
Aqua Gun,"Williams Electronics, Incorporated",30-Jan-68,1,EM,Sports - Water Sports - Spear Fishing - Diving,https://www.ipdb.org/machine.cgi?gid=6340&puid=38895
Aquacade,United Manufacturing Company,"May, 1949",1,EM,Aquatic Fun - Happiness,https://www.ipdb.org/machine.cgi?gid=78&puid=38895
Aqualand,"Juegos Populares, S.A.",1986,4,SS,Amusement Park - Water,https://www.ipdb.org/machine.cgi?gid=3935&puid=38895
Aquarius,D. Gottlieb & Company,"October, 1970",1,EM,Astrology,https://www.ipdb.org/machine.cgi?gid=79&puid=38895
Aquarius,Procedimientos ElectromagnÇticos de Tanteo y Color,,1,EM,Astrology,https://www.ipdb.org/machine.cgi?gid=6015&puid=38895
Arabian Knights,D. Gottlieb & Company,"November, 1953",1,EM,Foreign Peoples,https://www.ipdb.org/machine.cgi?gid=80&puid=38895
Arabian Night,"Sega Enterprises, Ltd.",9-Mar-76,2,EM,,https://www.ipdb.org/machine.cgi?gid=4908&puid=38895
Arabic Power,Unknown Manufacturer,,1,EM,World Places,https://www.ipdb.org/machine.cgi?gid=5636&puid=38895
Arc En Ciel,"Scott, Adickes & Cie",1933,1,ME,,https://www.ipdb.org/machine.cgi?gid=5259&puid=38895
Arc En Ciel Bebe,"Scott, Adickes & Cie",1933,1,ME,,https://www.ipdb.org/machine.cgi?gid=5258&puid=38895
Arcade,Williams Manufacturing Company,6-Nov-51,1,EM,Carnival,https://www.ipdb.org/machine.cgi?gid=81&puid=38895
Archer,A.B.T. Manufacturing Company,"February, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=4314&puid=38895
Archer,Genco Manufacturing Company,1937,1,EM,Sports - Archery,https://www.ipdb.org/machine.cgi?gid=4526&puid=38895
Archery,Glickman Industries,"March, 1942",1,EM,Sports - Archery,https://www.ipdb.org/machine.cgi?gid=3857&puid=38895
Arctic Gun,Williams Electronic Manufacturing Company,"January, 1967",1,EM,Snow - World Places,https://www.ipdb.org/machine.cgi?gid=6342&puid=38895
Arena,Premier Technology,"June, 1987",4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=82&puid=38895
Argentine,Genco Manufacturing Company,"July, 1941",1,EM,Dancing - Music - World Places,https://www.ipdb.org/machine.cgi?gid=83&puid=38895
Argosy,"Williams Electronics, Incorporated","September, 1977",4,EM,Boats - Nautical - Ships - Water,https://www.ipdb.org/machine.cgi?gid=84&puid=38895
Argosy,"Williams Electronics, Incorporated",,4,SS,Boats - Nautical - Ships - Water,https://www.ipdb.org/machine.cgi?gid=6274&puid=38895
Aristocrat,Prosperity Coin Machine Corporation,1933,1,ME,,https://www.ipdb.org/machine.cgi?gid=5576&puid=38895
Aristocrat,Birmingham Vending Company,"June, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=5677&puid=38895
Aristocrat,A. S. Douglis Machine Company,"March, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=85&puid=38895
Aristocrat L Standard,Stoner Manufacturing Company,"March, 1934",1,ME,,https://www.ipdb.org/machine.cgi?gid=1400&puid=38895
Arizona,United Manufacturing Company,"February, 1943",1,EM,American Places,https://www.ipdb.org/machine.cgi?gid=86&puid=38895
Arizona,LTD do Brasil Divers?es Eletrìnicas Ltda,,2,SS,American West,https://www.ipdb.org/machine.cgi?gid=5890&puid=38895
Arlington,Bally Manufacturing Corporation,"July, 1937",1,EM,,https://www.ipdb.org/machine.cgi?gid=88&puid=38895
Arlington,Bell Products Company,"February, 1944",1,EM,,https://www.ipdb.org/machine.cgi?gid=811&puid=38895
Arlington,Universal Manufacturing Company,"January, 1934",1,,,https://www.ipdb.org/machine.cgi?gid=4192&puid=38895
Arlington Park,Specialty Manufacturing Company,"June, 1941",1,EM,,https://www.ipdb.org/machine.cgi?gid=3652&puid=38895
Armada,Stoner Manufacturing Company,"January, 1941",1,EM,Aircraft - Airplanes - Airports - Aviation - Flying - Naval Warfare,https://www.ipdb.org/machine.cgi?gid=89&puid=38895
Army & Navy,Victory Games,"October, 1944",1,EM,Military - Music - Singing,https://www.ipdb.org/machine.cgi?gid=3654&puid=38895
Army and Navy,Rock-ola Manufacturing Corporation,"December, 1934",1,ME,Sports - Football,https://www.ipdb.org/machine.cgi?gid=90&puid=38895
Army Navy,Williams Manufacturing Company,2-Oct-53,1,EM,Military - Sports - Football,https://www.ipdb.org/machine.cgi?gid=91&puid=38895
Arnon Milchan,"Data East Pinball, Incorporated","September, 1993",4,SS,Celebrities,https://www.ipdb.org/machine.cgi?gid=4340&puid=38895
Around the World,Stoner Manufacturing Company,"August, 1937",1,EM,Travel - World Places,https://www.ipdb.org/machine.cgi?gid=92&puid=38895
Around the World,D. Gottlieb & Company,"July, 1959",2,EM,Outer Space - Travel,https://www.ipdb.org/machine.cgi?gid=93&puid=38895
Arrow,V. P. Distributing Company,1944,1,EM,,https://www.ipdb.org/machine.cgi?gid=3876&puid=38895
Arrow,Allied Amusement Company,"June, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4305&puid=38895
Arrow,Ripepi,,1,EM,American West,https://www.ipdb.org/machine.cgi?gid=6454&puid=38895
Arrow Head,Williams Manufacturing Company,19-Feb-57,1,EM,American West - Native Americans,https://www.ipdb.org/machine.cgi?gid=97&puid=38895
Arrowhead,J. H. Keeney and Company Incorporated,"August, 1964",2,EM,American West - Native Americans,https://www.ipdb.org/machine.cgi?gid=95&puid=38895
Arrowhead,Bally Manufacturing Corporation,"December, 1938",1,EM,,https://www.ipdb.org/machine.cgi?gid=96&puid=38895
Arrows,Esso Manufacturing Corp.,1947,1,EM,,https://www.ipdb.org/machine.cgi?gid=6126&puid=38895
Artemis,Sigma,,1,,Sports - Archery - Mythology,https://www.ipdb.org/machine.cgi?gid=5528&puid=38895
Artists and Models,Victory Games,"September, 1945",1,EM,,https://www.ipdb.org/machine.cgi?gid=3656&puid=38895
Ascot,Unknown Manufacturer,,1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=5965&puid=38895
Ascot Derby,Western Equipment & Supply Company,"May, 1938",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=3658&puid=38895
Aspen,Brunswick Manufacturing Company,1979,4,SS,Sports - Snow Skiing,https://www.ipdb.org/machine.cgi?gid=3660&puid=38895
Asterix,,25-Nov-09,4,EM,Cartoon - Fantasy,https://www.ipdb.org/machine.cgi?gid=5584&puid=38895
Asteroid Annie and the Aliens,"D. Gottlieb & Company, a Columbia Pictures Industries Company","December, 1980",1,SS,Aliens - Outer Space - Fantasy - Playing Cards - Poker,https://www.ipdb.org/machine.cgi?gid=98&puid=38895
Asteroid Killer,"Universal Company, Ltd.","January, 1980",4,SS,,https://www.ipdb.org/machine.cgi?gid=3810&puid=38895
Astro,D. Gottlieb & Company,"October, 1971",1,EM,Outer Space,https://www.ipdb.org/machine.cgi?gid=99&puid=38895
Astro-Flite,Segasa,1974,1,EM,Outer Space,https://www.ipdb.org/machine.cgi?gid=100&puid=38895
Astrologic,,"October, 1978",2,SS,Astrology - Fantasy,https://www.ipdb.org/machine.cgi?gid=5710&puid=38895
Astronaut,Chicago Coin Machine Manufacturing Company,9-Jun-69,2,EM,Astronauts - Outer Space,https://www.ipdb.org/machine.cgi?gid=101&puid=38895
Atari Pinball,"Atari, Incorporated",1978,4,SS,,https://www.ipdb.org/machine.cgi?gid=5276&puid=38895
Atlantic City,Bally Manufacturing Corporation,"April, 1952",1,EM,American Places - Beaches - Swimming - Women,https://www.ipdb.org/machine.cgi?gid=103&puid=38895
Atlantic City,Bally Manufacturing Corporation,"May, 1938",1,EM,,https://www.ipdb.org/machine.cgi?gid=104&puid=38895
Atlanticus,T.H. Bergmann & Company,"April, 1960",1,EM,,https://www.ipdb.org/machine.cgi?gid=3902&puid=38895
Atlantis,D. Gottlieb & Company,"January, 1975",1,EM,Fantasy - Mythology,https://www.ipdb.org/machine.cgi?gid=105&puid=38895
Atlantis,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","April, 1989",4,SS,Myth and Legend - Water Sports,https://www.ipdb.org/machine.cgi?gid=106&puid=38895
Atlantis,Nordamatic,1978,1,EM,,https://www.ipdb.org/machine.cgi?gid=3690&puid=38895
Atlas,D. Gottlieb & Company,"May, 1959",2,EM,Mythology,https://www.ipdb.org/machine.cgi?gid=107&puid=38895
Atlas,Lindstrom Tool and Toy Company,"June, 1934",1,ME,Travel,https://www.ipdb.org/machine.cgi?gid=2883&puid=38895
Atleta,Industria (Electromec†nica) de Recreativos S.A,1991,4,SS,Sports - Athletics - Track and Field,https://www.ipdb.org/machine.cgi?gid=4095&puid=38895
Atom-Jet,"American Amusement & Mfg. Co., Inc.",,1,EM,,https://www.ipdb.org/machine.cgi?gid=5146&puid=38895
Ator,Videodens,,4,SS,Adventure - Fantasy,https://www.ipdb.org/machine.cgi?gid=6148&puid=38895
Attack,Playmatic,"October, 1980",4,SS,Outer Space - Fantasy,https://www.ipdb.org/machine.cgi?gid=2884&puid=38895
Attack from Mars,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","December, 1995",4,SS,Aliens - Martians - Fantasy,https://www.ipdb.org/machine.cgi?gid=3781&puid=38895
Attack From Mars (Remake Limited Edition),Chicago Gaming Company,"July, 2017",4,SS,Aliens - Martians - Fantasy,https://www.ipdb.org/machine.cgi?gid=6385&puid=38895
Attack From Mars (Remake Special Edition),Chicago Gaming Company,"June, 2017",4,SS,Aliens - Martians - Fantasy,https://www.ipdb.org/machine.cgi?gid=6384&puid=38895
Attention,Exhibit Supply Company,"November, 1940",1,EM,,https://www.ipdb.org/machine.cgi?gid=108&puid=38895
Attention,Bally Manufacturing Corporation,"November, 1940",1,EM,Aircraft - Airplanes - Airports - Aviation - Flying - Naval Warfare,https://www.ipdb.org/machine.cgi?gid=4139&puid=38895
Attila the Hun,"Game Plan, Incorporated","April, 1984",4,SS,Historical,https://www.ipdb.org/machine.cgi?gid=109&puid=38895
Aurora,"Burrows Automatic Supply Company, Ltd.",1935,1,EM,,https://www.ipdb.org/machine.cgi?gid=110&puid=38895
Auroran,Stoner Manufacturing Company,"December, 1937",1,EM,,https://www.ipdb.org/machine.cgi?gid=111&puid=38895
Austin Powers?,"Stern Pinball, Incorporated","June, 2001",4,SS,Spies - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=4504&puid=38895
Auto Derby,Genco Manufacturing Company,"June, 1937",1,EM,Sports - Auto Racing,https://www.ipdb.org/machine.cgi?gid=2885&puid=38895
Auto Race,D. Gottlieb & Company,"September, 1956",1,EM,Sports - Auto Racing,https://www.ipdb.org/machine.cgi?gid=112&puid=38895
Auto Race,D. Gottlieb & Company,"December, 1969",1,EM,,https://www.ipdb.org/machine.cgi?gid=3747&puid=38895
Auto Roll,Seaboard New York Corporation,"May, 1948",,EM,,https://www.ipdb.org/machine.cgi?gid=5446&puid=38895
Auto Stop,Procedimientos ElectromagnÇticos de Tanteo y Color,,1,EM,Automobiles - Cars - Travel,https://www.ipdb.org/machine.cgi?gid=5935&puid=38895
Auto Winner,A.B.T. Manufacturing Company,"March, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4302&puid=38895
Autobank,A.B.T. Manufacturing Company,"February, 1934",1,EM,,https://www.ipdb.org/machine.cgi?gid=113&puid=38895
Autocount,A.B.T. Manufacturing Company,"November, 1933",1,EM,,https://www.ipdb.org/machine.cgi?gid=114&puid=38895
Autodart,A.B.T. Manufacturing Company,"February, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=115&puid=38895
Autoflash,A.B.T. Manufacturing Company,1935,1,EM,,https://www.ipdb.org/machine.cgi?gid=4311&puid=38895
Automat,Bally Manufacturing Corporation,1936,1,EM,,https://www.ipdb.org/machine.cgi?gid=4177&puid=38895
Automat,Bally Manufacturing Corporation,,1,ME,Sports - Auto Racing,https://www.ipdb.org/machine.cgi?gid=5724&puid=38895
Automatic Poker Das,Unknown Manufacturer,,1,ME,Playing Cards - Poker,https://www.ipdb.org/machine.cgi?gid=5975&puid=38895
Automatic Pool,Chicago Coin Machine Manufacturing Company,,2,EM,Billiards,https://www.ipdb.org/machine.cgi?gid=5082&puid=38895
Automatic Whiffle,"Automatic Industries, Incorporated","July, 1932",1,,,https://www.ipdb.org/machine.cgi?gid=5399&puid=38895
Autowhirl,A.B.T. Manufacturing Company,"February, 1934",1,ME,,https://www.ipdb.org/machine.cgi?gid=116&puid=38895
Avalanche,"Williams Electronics, Incorporated","March, 1985",4,SS,,https://www.ipdb.org/machine.cgi?gid=3691&puid=38895
Avalanche,,,1,EM,World Places - Sports - Snow Sports - Happiness - Recreation,https://www.ipdb.org/machine.cgi?gid=5512&puid=38895
Avalon,Exhibit Supply Company,"July, 1939",1,EM,American Places - Beach - Boating,https://www.ipdb.org/machine.cgi?gid=117&puid=38895
Avengers The Pin?,"Stern Pinball, Incorporated","January, 2013",2,SS,Comics - Fantasy - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=6373&puid=38895
