Name,Orig Name,IPDB ID,Manufacturer,Date Manufactured,Players,Type,Theme
Cactus Canyon,Cactus Canyon,4445,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","October, 1998",4,SS,American West
Cactus Jack's,Cactus Jack's,416,Premier Technology,"April, 1991",4,SS,Music - Singing - Dancing - Comedy - Country and Western
Caddie,Caddie,417,Playmatic,1970,1,EM,Sports - Golf
Caddie,Caddie,4486,Playmatic,1975,1,EM,Sports - Golf
Cadet,Cadet,418,Bingo Novelty Manufacturing Company,"March, 1932",1,ME,
Cadet,Cadet,419,Chicago Coin Machine Manufacturing Company,30-Jun-38,1,EM,
Cadillac,Cadillac,420,Genco Manufacturing Company,"May, 1940",1,EM,
Cadillac,Cadillac,4795,Sullivan-Nolan Advertising Company [WWII Conversions Only],"June, 1942",1,EM,
"Calcio ""Italia"" (1st series)","Calcio ""Italia"" (1st series)",5505,Soc. Elettrogiochi,,2,EM,Sports - Soccer
"Calcio ""Italia"" (2nd series)","Calcio ""Italia"" (2nd series)",4070,Soc. Elettrogiochi,1967,2,EM,Sports - Soccer
Calif. Express,Calif. Express,3674,Los Angeles Games Company,"June, 1935",1,EM,Railroads - Trains - Transportation - Travel
California,California,6163,Splin S.A.,,1,SS,
Camel Caravan,Camel Caravan,421,Genco Manufacturing Company,30-Jun-49,1,EM,Transportation - World Places
Camel Lights,Camel Lights,3675,"Game Plan, Incorporated","May, 1978",4,SS,Licensed Theme
Camelot,Camelot,422,Bally Manufacturing Corporation,"February, 1970",4,EM,Historical - Knights - Medieval
Camilo Pardo,Camilo Pardo,6101,,,,,
Campidoglio,Campidoglio,5873,Splin S.A.,,1,SS,
Campus,Campus,423,Exhibit Supply Company,"February, 1950",1,EM,
Campus Queen,Campus Queen,424,Bally Manufacturing Corporation,"August, 1966",4,EM,College - Education - School
Can Can,Can Can,3815,Williams Manufacturing Company,"August, 1955",1,EM,Dancing - Music - Women
Can Can,Can Can,5808,Maquinas Recreativas Sociedad Anonima,1964,1,EM,Dancing - Music - Women
Can-Can,Can-Can,425,Bally Manufacturing Corporation,,1,EM,
Canada Dry,Canada Dry,426,D. Gottlieb & Company,"December, 1976",4,EM,Licensed Theme
Canasta,Canasta,427,Genco Manufacturing Company,16-Jun-50,1,EM,Playing Cards - Canasta
Canasta 86,Canasta 86,4097,Industria (Electromec·nica) de Recreativos S.A,1986,4,SS,Sports - Basketball
Cannes,Cannes,428,Segasa,"June, 1976",4,EM,World Places - Water Sports - Happiness - Recreation - Water Skiing - Swimming
Cannon Ball,Cannon Ball,6062,Earl & Koehler Manufacturing Company,"February, 1934",1,EM,
Cannon Fire,Cannon Fire,429,Shyvers Coin Automatic Machine Company,"July, 1934",1,EM,
Cannon Fire,Cannon Fire,4251,Shyvers Manufacturing Company,"August, 1935",1,EM,
Cannon Fire (Big),Cannon Fire (Big),6346,Mills Novelty Company,"November, 1934",1,EM,
Cannon Fire (Standard),Cannon Fire (Standard),430,Mills Novelty Company,"February, 1935",1,EM,
Cannon Fire Jr.,Cannon Fire Jr.,4970,Mills Novelty Company,"November, 1934",1,EM,
Cannon Fire Jr.,Cannon Fire Jr.,4971,Shyvers Coin Automatic Machine Company,"July, 1934",1,EM,
Cannon Fire Jr.,Cannon Fire Jr.,4973,Shyvers Manufacturing Company,"August, 1935",1,EM,
Cannon Lagoon,Cannon Lagoon,6450,"Multimorphic, Inc.",28-Jul-17,1,SS,Adventure - Pirates
Cantabria,Cantabria,6407,Unknown Manufacturer,,1,ME,
Cape May,Cape May,4855,Bally Manufacturing Corporation,1956,1,EM,
Capersville,Capersville,431,Bally Manufacturing Corporation,"December, 1966",4,EM,Fantasy
Capitol,Capitol,6306,Unknown Manufacturer,"August, 1932",1,ME,Government
Capitole,Capitole,6144,Unknown Manufacturer,,1,ME,
Capri,Capri,4602,"F·brica de Aparatos Electro Mec·nicos Recreativos, S.L",,1,EM,World Places
Capri,Capri,432,Chicago Coin Machine Manufacturing Company,"August, 1956",1,EM,
Capt. Card,Capt. Card,433,D. Gottlieb & Company,"May, 1974",1,EM,
Capt. Fantastic and The Brown Dirt Cowboy,Capt. Fantastic and The Brown Dirt Cowboy,438,Bally Manufacturing Corporation,"June, 1976",4,EM,Celebrities - Fictional - Licensed Theme
Captain Fantastic & The Brown Dirt Cowboy,Captain Fantastic & The Brown Dirt Cowboy,439,Bally Manufacturing Corporation,1977,4,SS,Celebrities - Fictional - Licensed Theme
Captain Hook,Captain Hook,434,"Game Plan, Incorporated","April, 1985",4,SS,Fictional - Pirates
Captain Kidd,Captain Kidd,435,A.B.T. Manufacturing Company,"March, 1936",1,EM,Historical - Pirates
Captain Kidd,Captain Kidd,436,Genco Manufacturing Company,"May, 1941",1,EM,Historical - Pirates
Captain Kidd,Captain Kidd,437,D. Gottlieb & Company,"July, 1960",2,EM,Historical - Pirates
Captain Kidd,Captain Kidd,4436,Iberomatic S.A.,,1,EM,Pirates
Captain Nemo,Captain Nemo,6465,Quetzal Pinball,"June, 2015",4,SS,Fictional Characters
Car Hop,Car Hop,3676,Premier Technology,"January, 1991",4,SS,
Car Toon Racin',Car Toon Racin',5545,"Skee-Ball, Inc.",,2,SS,Sports - Auto Racing
Caravan,Caravan,441,United Manufacturing Company,"February, 1956",1,EM,
Caravan,Caravan,442,Williams Manufacturing Company,27-Jun-52,1,EM,
Caravan,Caravan,443,Genco Manufacturing Company,"August, 1949",1,EM,
Caravan,Caravan,4034,Playmatic,1968,1,EM,
Caravan Gold,Caravan Gold,5943,Ripepi,,1,EM,American West - Transportation - Travel - Wagon Train
Caravelle,Caravelle,444,Williams Electronic Manufacturing Company,3-Feb-61,4,EM,World Places
Card Castle,Card Castle,3677,Nordamatic,1977,1,EM,Cards/Gambling
Card King,Card King,445,D. Gottlieb & Company,"August, 1971",1,EM,Playing Cards
Card King,Card King,5214,Renato Montanari Giochi,,1,EM,Playing Cards
Card King,Card King,6423,Emmepi,,1,EM,Playing Cards
Card Trix,Card Trix,446,D. Gottlieb & Company,"April, 1970",1,EM,College Life - Happiness - Music - Playing Cards
Card Trix,Card Trix,3748,D. Gottlieb & Company,"April, 1970",1,EM,College Life - Happiness - Music - Playing Cards
Card Whiz,Card Whiz,447,D. Gottlieb & Company,"July, 1976",2,EM,Cards/Gambling
Card Whiz,Card Whiz,4844,Europlay,"June, 1976",1,EM,Cards/Gambling
Cargo,Cargo,448,Genco Manufacturing Company,"November, 1937",1,EM,Hard Hat Diving - Mythology - Nautical - Treasure
Caribbean,Caribbean,449,United Manufacturing Company,"May, 1948",1,EM,
Caribbean Cruise,Caribbean Cruise,3003,International Concepts,1989,4,SS,Travel
Carioca,Carioca,3678,Western Equipment & Supply Company,"June, 1935",1,EM,Dancing - Happiness - Music
Carioca Beach,Carioca Beach,5077,John Gille Company,,1,SS,World Places
Carnaval,Carnaval,5953,Unknown Manufacturer,,1,SS,Carnival - Celebration
Carnaval,Carnaval,3000,Alben,1960,2,EM,Circus/Carnival
Carnival,Carnival,450,Bally Manufacturing Corporation,,2,EM,Circus/Carnival
Carnival,Carnival,451,"Sega Enterprises, Ltd.",1971,1,EM,Amusement Park - Carnival - Ferris Wheels
Carnival,Carnival,453,Playmatic,"May, 1977",2,EM,Carnival - Festivity - Dancing - Happiness
Carnival,Carnival,454,Marvel Manufacturing Company,"February, 1947",1,EM,
Carnival,Carnival,455,Bally Manufacturing Corporation,,1,EM,Circus/Carnival - Celebration ñ Happiness
Carnival,Carnival,3679,Genco Manufacturing Company,"July, 1937",1,EM,Circus/Carnival
Carnival Pinball Game,Carnival Pinball Game,5803,Unknown Manufacturer,,1,EM,
Carnival Queen,Carnival Queen,456,Bally Manufacturing Corporation,,1,EM,Carnival - Happiness
Carnival Rifle,Carnival Rifle,6486,Chicago Coin Machine Manufacturing Company,"May, 1968",1,EM,Circus/Carnival
Carnival Target Gallery,Carnival Target Gallery,452,Midway Manufacturing Company,1963,1,EM,Circus/Carnival
Carolina,Carolina,457,United Manufacturing Company,"March, 1949",1,EM,American Places
Carom,Carom,458,Bally Manufacturing Corporation,"January, 1937",1,EM,
Carom Junior,Carom Junior,3002,Bally Manufacturing Corporation,"February, 1937",1,EM,
Carombolette Table,Carombolette Table,6104,Unknown Manufacturer,,4,ME,
Carousel,Carousel,459,J. H. Keeney and Company Incorporated,"May, 1947",1,EM,Happiness - Circus/Carnival
Carreras de Automoviles,Carreras de Automoviles,6234,Billares Quevedo,,2,EM,Sports - Auto Racing
Carrousel,Carrousel,5832,SIRMO Games S.A.,,1,SS,
Carrusel,Carrusel,4364,Maquinas Recreativas Sociedad Anonima,1967,1,EM,Amusement Park - Carnival - Roller Coasters
Casablanca,Casablanca,3874,Bell Products Company,"March, 1945",1,EM,
Casanova,Casanova,460,Williams Electronic Manufacturing Company,22-Nov-66,2,EM,Historical Characters - Romance
Casba,Casba,461,Acme Coin Machine Manufacturing Company,"January, 1948",1,EM,
Casbah,Casbah,462,Segasa,1972,1,EM,
Cash and Carry,Cash and Carry,5769,Field Manufacturing Corporation,"July, 1932",1,,
Cash and Carry 600,Cash and Carry 600,5462,Field Manufacturing Corporation,"July, 1932",1,ME,
Casino,Casino,4842,Sicking Manufacturing Company,"April, 1932",1,ME,
Casino,Casino,463,Williams Manufacturing Company,20-Aug-58,1,EM,Cards/Gambling
Casino,Casino,466,Chicago Coin Machine Manufacturing Company,8-Jun-72,4,EM,Show Business
Casino,Casino,3964,Elettrocoin,1965,1,EM,
Casino 2000,Casino 2000,4676,Bill Port,1977,1,EM,
Casino Golf,Casino Golf,6297,Unknown Manufacturer,,1,EM,Sports - Golf
Casino Royal,Casino Royal,5996,Unknown Manufacturer,,1,EM,Gambling
Casino Royale,Casino Royale,467,Segasa,"January, 1976",4,EM,Gambling
Castle Lite,Castle Lite,468,Exhibit Supply Company,"March, 1935",1,EM,Medieval
Cat's Paw,Cat's Paw,4245,Rock-ola Manufacturing Corporation,"June, 1935",1,EM,
Catacomb,Catacomb,469,"Stern Electronics, Incorporated","October, 1981",4,SS,
Catalina,Catalina,470,Marvel Manufacturing Company,"February, 1946",1,EM,
Catalina,Catalina,471,Chicago Coin Machine Manufacturing Company,7-Feb-48,1,EM,American Places - Beaches - Boats - Happiness - Swimming - Water
Catch-N-Match,Catch-N-Match,472,Paul E. Berger Manufacturing Company,"January, 1936",1,ME,
Cavalcade,Cavalcade,473,Stoner Manufacturing Company,"April, 1935",1,EM,Horse Racing
Cavaleiro Negro,Cavaleiro Negro,4568,"Taito do Brasil, a division of Taito, Japan",1981,4,SS,
Cavalier,Cavalier,6406,Procedimientos ElectromagnÈticos de Tanteo y Color,,4,SS,Historical Characters
Cavalier,Cavalier,474,Recel S. A.,1979,4,SS,Historical Characters
Caveman,Caveman,475,"D. Gottlieb & Company, a Columbia Pictures Industries Company","September, 1982",4,SS,Historical
Centaur,Centaur,476,Bally Manufacturing Corporation,"October, 1981",4,SS,Fantasy - Motorcycles
Centaur,Centaur,4478,Industria (Electromec·nica) de Recreativos S.A,1979,1,SS,Mythology
Centaur II,Centaur II,477,Bally Midway Manufacturing Company,"June, 1983",4,SS,Fantasy
Centennial,Centennial,478,Bally Manufacturing Corporation,,1,EM,
Center Field,Center Field,4327,Nate Schneller Incorporated,"June, 1949",1,EM,
Center Smash,Center Smash,479,Western Equipment & Supply Company,"November, 1936",1,EM,Sports - Football
Centigrade 37,Centigrade 37,480,"D. Gottlieb & Company, a Columbia Pictures Industries Company","August, 1977",1,EM,Fantasy - Science Fiction
Centigrade 37,Centigrade 37,4635,Maquinas Recreativas Sociedad Anonima,,1,EM,Fantasy - Science Fiction
Central Park,Central Park,481,D. Gottlieb & Company,"April, 1966",1,EM,American Places
Cerberus,Cerberus,3004,Playmatic,"March, 1982",4,SS,
Cha-Cha-Cha,Cha-Cha-Cha,4559,"Sega Enterprises, Ltd.","September, 1978",2,SS,Dancing - Happiness - Music
Chain-A-Light,Chain-A-Light,482,Pacific Amusement Manufacturing Company,"June, 1935",1,EM,
Challenge Round,Challenge Round,5664,"Hispamatic, S.A.",,1,EM,Sports - Tennis
Challenger,Challenger,5510,"Agamco, Inc.",,2,SS,
Challenger,Challenger,483,D. Gottlieb & Company,"March, 1971",2,EM,
Challenger,Challenger,484,Bally Manufacturing Corporation,"June, 1936",1,EM,Boats - Nautical - Sailing - Water
Challenger,Challenger,3005,Bally Manufacturing Corporation,,2,EM,
Challenger,Challenger,3884,Sullivan-Nolan Advertising Company [WWII Conversions Only],"March, 1943",1,EM,
Challenger I,Challenger I,3006,"Game Plan, Incorporated",1980,4,SS,
Chamonix,Chamonix,5485,Maquinas Recreativas Sociedad Anonima,,1,EM,Sports - Snow Skiing - Snowmobiling
Champ,Champ,486,Bally Manufacturing Corporation,"February, 1974",4,EM,Sports - Pinball
Champ,Champ,4346,Midway Manufacturing Company,1963,2,EM,Sports - Auto Racing
Champion,Champion,487,Chicago Coin Machine Manufacturing Company,"June, 1949",1,EM,Sports - Basketball
Champion,Champion,488,Bally Manufacturing Corporation,"August, 1939",1,EM,Recreation - Swimming
Champion,Champion,489,Bally Manufacturing Corporation,"July, 1934",1,EM,Sports
Champion,Champion,3008,Bally Manufacturing Corporation,,1,EM,Sports - Horse Racing
Champion,Champion,3693,Nordamatic,1975,1,EM,Sports - Bowling
Champion 85,Champion 85,6382,Barni,,4,SS,
Champion Baseball,Champion Baseball,3010,Genco Manufacturing Company,"July, 1955",2,EM,Sports - Baseball
Champion Whiffle,Champion Whiffle,4601,"Automatic Industries, Incorporated",1931,1,ME,
Champs,Champs,6459,Stoner Manufacturing Company,"May, 1938",1,EM,Sports - Horse Racing
Chance,Chance,4878,Playmatic,1974,1,EM,
Chance,Chance,491,Playmatic,"September, 1978",4,SS,Happiness - Circus/Carnival
Charleston Turbo,Charleston Turbo,6116,SOREX,,1,SS,
Charlie's Angels,Charlie's Angels,5007,"D. Gottlieb & Company, a Columbia Pictures Industries Company","February, 1979",4,EM,Licensed Theme
Charlie's Angels,Charlie's Angels,5883,Fipermatic Ind˙stria ComÈrcio ImportaÁ„o e ExportaÁ„o Ltda,,4,EM,
Charlie's Angels,Charlie's Angels,492,"D. Gottlieb & Company, a Columbia Pictures Industries Company","November, 1978",4,SS,Licensed Theme
Charm,Charm,493,Bally Manufacturing Corporation,"May, 1940",1,EM,
Charm,Charm,6184,Chicago Coin Machinery Company,"May, 1932",1,ME,
Check,Check,495,Recel S. A.,1975,2,EM,Chess
Check Mate,Check Mate,496,Recel S. A.,"January, 1975",4,EM,Chess
Check Mate,Check Mate,5491,"Taito do Brasil, a division of Taito, Japan",,4,EM,Chess - Games
Checker-Lite,Checker-Lite,4914,"International Mutoscope Reel Company, Incorporated","March, 1935",1,EM,Checkers
Checkers,Checkers,497,"International Mutoscope Reel Company, Incorporated","January, 1935",1,ME,Checkers
Checkers,Checkers,4241,Genco Manufacturing Company,"June, 1935",1,EM,
Checkpoint,Checkpoint,498,"Data East Pinball, Incorporated","February, 1991",4,SS,Sports - Auto Racing
Cheer Leader,Cheer Leader,499,Genco Manufacturing Company,"October, 1935",1,EM,Sports - Football
Cheerio,Cheerio,5517,Major Automatics Co.,1936,1,,
Cheetah,Cheetah,500,"Stern Electronics, Incorporated","June, 1980",4,SS,Jungle - Fantasy
Cherokee,Cherokee,4099,Interflip S. A.,1978,4,EM,American West
Cherokee,Cherokee,4594,Recreativos Franco,1976,4,EM,American West
Cherokee Rose,Cherokee Rose,5530,Sigma,,1,,
Cherokis,Cherokis,5421,Recreativos Franco,1976,1,EM,American West - Native Americans
Cherry Bell,Cherry Bell,3070,Segasa d.b.a. Sonic,"February, 1978",4,EM,Gambling
Cherry Picker,Cherry Picker,4857,,1963,1,EM,
Cherry Reel Football Board,Cherry Reel Football Board,6000,Lucky Star Manufacturing Company,"June, 1932",1,ME,Sports - Football
Chevron,Chevron,501,Bally Manufacturing Corporation,"May, 1939",1,EM,
Chevron,Chevron,3012,Automatic Amusements Company,"February, 1935",1,EM,
"Chicago Cubs ""Triple Play""","Chicago Cubs ""Triple Play""",502,Premier Technology,"May, 1985",4,SS,Sports - Baseball
Chicago Express,Chicago Express,503,"Daval Mfg Company Incorporated, G.B.","January, 1935",1,EM,American Places - Railroads - Trains
Chicago Express,Chicago Express,3013,"Daval Mfg Company Incorporated, G.B.","January, 1938",1,EM,American Places - Trains
Chicago L,Chicago L,4257,"Daval Mfg Company Incorporated, G.B.","October, 1935",1,EM,
Chico,Chico,3014,Exhibit Supply Company,1948,1,EM,
Chico,Chico,3015,Exhibit Supply Company,1935,1,EM,
Chico,Chico,4265,United Amusement Company,1935,1,EM,
Chico Baseball,Chico Baseball,3016,Chicago Coin Machine Manufacturing Company,17-Jan-38,1,EM,Sports - Baseball
Chico Derby,Chico Derby,504,Chicago Coin Machine Manufacturing Company,11-Sep-37,1,EM,Sports - Horse Racing
Chico Races,Chico Races,506,Chicago Coin Machine Manufacturing Company,"September, 1937",1,EM,
Chief,Chief,507,Exhibit Supply Company,"January, 1939",1,EM,Travel - Railroad
Chieftain,Chieftain,508,Pacific Amusement Manufacturing Company,"January, 1935",1,EM,
Chinatown,Chinatown,509,D. Gottlieb & Company,"October, 1952",1,EM,American Places
Ching,Ching,4325,All American Games Corporation,"June, 1936",,EM,
Chingy,Chingy,5595,,2004,4,SS,Rap
Chistera,Chistera,4661,,1952,1,EM,Sports - Pelota
Chivalery,Chivalery,5096,Renov' Automatic - Jolux,,4,EM,European History
Chocolate Drops,Chocolate Drops,3018,O. D. Jennings and Company,"February, 1936",1,EM,Circus/Carnival - Fair
Chorus Gal,Chorus Gal,5480,Thames Mfg. Co.,,1,EM,Dancing - Happiness - Music - Nightlife - Singing
Chorus Line,Chorus Line,3019,Segasa d.b.a. Sonic,"March, 1978",4,,
Chubbie,Chubbie,510,Stoner Manufacturing Company,"November, 1938",1,EM,
Chubbie,Chubbie,5354,Stoner Manufacturing Company,"November, 1938",1,EM,
Chuck-A-Luck,Chuck-A-Luck,3020,"Game Plan, Incorporated","October, 1978",4,SS,
Chuck-O-Luck,Chuck-O-Luck,511,D. Gottlieb & Company,"January, 1932",1,ME,
Cigarette Pin Game,Cigarette Pin Game,4179,Bally Manufacturing Corporation,1936,1,EM,
Cinderella,Cinderella,512,D. Gottlieb & Company,"March, 1948",1,EM,Fictional - Fantasy
Cine Star,Cine Star,5048,Zaccaria,,1,EM,Movie Stars
Cinema,Cinema,513,Chicago Coin Machine Manufacturing Company,"March, 1976",4,EM,Show Business
Circa 1933,Circa 1933,514,"Fascination Int., Incorporated","February, 1979",2,SS,Historical
Circus,Circus,515,"D. Gottlieb & Company, a Columbia Pictures Industries Company","June, 1980",4,SS,Happiness - Circus/Carnival
Circus,Circus,516,Brunswick Manufacturing Company,"September, 1932",1,ME,Happiness - Circus/Carnival
Circus,Circus,517,Genco Manufacturing Company,"February, 1939",1,EM,Happiness - Circus/Carnival
Circus,Circus,518,Zaccaria,"April, 1977",4,EM,Happiness - Circus/Carnival
Circus,Circus,519,United Manufacturing Company,"August, 1952",1,EM,Happiness - Circus/Carnival
Circus,Circus,520,Bally Manufacturing Corporation,,2,EM,Happiness - Circus/Carnival
Circus,Circus,521,Bally Manufacturing Corporation,"November, 1973",4,EM,Happiness - Circus/Carnival
Circus,Circus,522,Exhibit Supply Company,"August, 1948",1,EM,Happiness - Circus/Carnival
Circus,Circus,3021,"Briarwood, A Division Of Brunswick Manufacturing Company",1980,1,SS,Circus/Carnival
Circus,Circus,4629,Cedes S.A.,,1,EM,Circus
Circus,Circus,4937,Brunswick Manufacturing Company,1980,4,SS,
Circus,Circus,5794,Unknown Manufacturer,,4,,Circus/Carnival
Circus,Circus,5833,SIRMO Games S.A.,,1,SS,Circus/Carnival
Circus 10,Circus 10,5841,SIRMO Games S.A.,,1,SS,Circus/Carnival
Circus 388,Circus 388,5839,SIRMO Games S.A.,,1,SS,Circus/Carnival
Circus Circus,Circus Circus,523,Century Consolidated Industries Company,"March, 1978",1,SS,Circus
Circus Queen,Circus Queen,524,Bally Manufacturing Corporation,,1,EM,Circus - Trapeze
Circus Romance,Circus Romance,5444,Williams Manufacturing Company,"July, 1945",1,EM,Circus/Carnival - Happiness
Circus Star,Circus Star,4774,Advertising Posters Company,,,,Circus/Carnival
Circus Trix,Circus Trix,4712,Gotham Pressed Steel Corporation,1936,1,ME,Circus/Carnival
Circus Wagon,Circus Wagon,525,Williams Manufacturing Company,5-Aug-55,2,EM,Circus/Carnival
Circus-Junior,Circus-Junior,4752,Tura Automatenfabrik Gmbh,"August, 1933",1,ME,
Cirqus Voltaire,Cirqus Voltaire,4059,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","October, 1997",4,SS,Circus/Carnival
Cirsa Sport 2000,Cirsa Sport 2000,4625,"Universal de Desarrollos Electronicos, S.A.",1988,4,SS,Fantasy - Outer Space - Sports
