Name,AltName,Manufacturer,ManufacturerShort,Year,Players,Type,Theme,IPDBID
"Euro Continental Star","","Willy Michiels","Willy Michiels","","1","","","4450"
"Euro Star","","Collins Entertainment, Inc.","Collins Entertainment, Inc.","","1","SS","","6281"
"Euromat","","Aisch & Melchers KG","Aisch & Melchers KG","","1","EM","","5171"
"Euromat Deluxe","","Aisch & Melchers KG","Aisch & Melchers KG","1964","1","EM","","5172"
"Euromat Super","","Aisch & Melchers KG","Aisch & Melchers KG","1964","1","EM","","5173"
"Euromat Super 2","","Aisch & Melchers KG","Aisch & Melchers KG","1964","1","EM","","5174"
"Evel Knievel","","Bally Manufacturing Corporation","Bally","1977","4","EM","Celebrities - Licensed","793"
"Evel Knievel","","Bally Manufacturing Corporation","Bally","1978","4","SS","Celebrities - Licensed","794"
"Evel Knievel","","Bally Manufacturing Corporation","Bally","1977","4","SS","Celebrities - Licensed","4499"
"Evil Fight","","Playmatic","Playmatic","1980","4","SS","Fantasy","3085"
"Evolution","","Jeutel","Jeutel","1986","4","SS","Evolution - Science","3933"
"Excalibur","","Premier Technology","Premier","1988","4","SS","Fantasy - Knights - Myth and Legend","795"
"Excalibur","","Jeutel","Jeutel","1981","4","SS","","3928"
"Excel","","Daval Mfg Company Incorporated, G.B.","Daval Mfg Company Incorporated, G.B.","1936","1","EM","","796"
"Explorer","","Sega Enterprises, Ltd.","Sega","1972","2","EM","Outer Space - Space Exploration","797"
"Explorer","","Nordamatic","Nordamatic","1976","1","EM","Space Exploration","4117"
"Expo","","Williams Electronics, Incorporated","Williams","1969","2","EM","","798"
"Exposition","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1938","1","EM","","799"
"Expressway","","Bally Manufacturing Corporation","Bally","1971","1","EM","Travel","800"
"Extra Inning","","D. Gottlieb & Company","Gottlieb","1971","1","EM","Sports - Baseball","801"
"Extra Inning","","Williams Electronic Manufacturing Company","Williams","1962","1","EM","Sports - Baseball","3086"
"Extra Six Cards","","Willy Michiels","Willy Michiels","","1","","","4041"
"Eye Of The Tiger","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1978","2","EM","Fantasy - Myth and Legend","802"
"F-14 Tomcat","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1987","4","SS","Adventure - Combat","804"
"F1 Grand Prix","","Nuova Bell Games","Nuova Bell Games","1987","4","SS","Sports - Auto Racing","3623"
"Faces","","Segasa d.b.a. Sonic","Segasa d.b.a. Sonic","1976","4","EM","","806"
"Faeton","","Juegos Populares, S.A.","Juegos Populares, S.A.","1985","4","SS","Outer Space - Science Fiction - Space Fantasy","3087"
"Fair","","D. Gottlieb & Company","Gottlieb","1939","1","EM","","807"
"Fair","","Genco Manufacturing Company","Genco Manufacturing Company","1939","1","EM","Fair","2846"
"Fair Fight","","Recel S. A.","Recel S. A.","1978","4","SS","Medieval Battle","808"
"Fair Fight","","Procedimientos Electromagnéticos de Tanteo y Color","Procedimientos Electromagnéticos de Tanteo y Color","","4","SS","Medieval Battle","6405"
"Fair Grounds","","Bally Manufacturing Corporation","Bally","1937","4","EM","Sports - Horse Racing","810"
"Fair Lady","","D. Gottlieb & Company","Gottlieb","1956","2","EM","Show Business - Theater","809"
"Fair Play","","Buckley Manufacturing Company","Buckley Manufacturing Company","1936","1","EM","","812"
"Fairmont","","Bally Manufacturing Corporation","Bally","1941","1","EM","Sports - Horse Racing","4038"
"Fairway","","C. F. Eckhart & Company","C. F. Eckhart & Company","1935","1","EM","Sports - Golfing","813"
"Fairway","","Williams Manufacturing Company","Williams","1953","1","EM","Sports - Golfing","814"
"Fairy","","Playmatic","Playmatic","1975","1","EM","Fantasy","815"
"Falling Suns","","","","1944","1","EM","","3853"
"Falstaff","","D. Gottlieb & Company","Gottlieb","1957","4","EM","Fictional Characters","816"
"Family Fun!","","Game Plan, Incorporated","Game Plan","1979","4","SS","Activities – Family - Sports","817"
"Family Guy","","Stern Pinball, Incorporated","Stern","2007","4","SS","Cartoon - Licensed - Juvenilia","5219"
"Fan Dance","","The Garco Co.","The Garco Co.","1934","1","","","6125"
"Fan Dancer","","Glickman Industries","Glickman Industries","1942","1","EM","","3860"
"Fan-Tan","","Northwest Coin Machine Company","Northwest Coin Machine Company","1932","1","ME","","819"
"Fan-Tas-Tic","","Williams Electronics, Incorporated","Williams","1972","4","EM","Dancing - Happiness - Music","820"
"Fandango","","Playmatic","Playmatic","1976","1","EM","Music - Dancing - World Places","818"
"Fans","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","","1","EM","","4639"
"Fantastic Car","","Ideas y Diseños, Sociedad Anónima","Ideas y Diseños, Sociedad Anónima","1986","4","SS","TV Show","5024"
"Fantastic World","","Peyper","Peyper","","1","EM","Fantasy","5593"
"Fantasy","","Stoner Manufacturing Company","Stoner Manufacturing Company","1940","1","EM","Fantasy - Women","3088"
"Fantasy","","Playmatic","Playmatic","1976","4","EM","Fantasy","3090"
"Fantasy","","Bell Games","Bell Games","1982","4","SS","Fantasy","3091"
"Fantasy","","Talleres del Llobregat S.A. [Automaticos]","Talleres del Llobregat S.A. [Automaticos]","1970","1","EM","Fantasy","4434"
"Fantasy Jackpot","","Stoner Manufacturing Company","Stoner Manufacturing Company","1940","1","EM","","3092"
"Far Out","","D. Gottlieb & Company","Gottlieb","1974","4","EM","Psychedelic","823"
"Far Out","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","","1","EM","Psychedelic","5855"
"Far-West","","Salor, S.A","Salor, S.A","1962","1","EM","Western","6400"
"Farfalla","","Zaccaria","Zaccaria","1983","4","SS","","824"
"Farwest","","Fliperbol","Fliperbol","1980","4","SS","American West","4593"
"Fascinating","","Stoner Manufacturing Company","Stoner Manufacturing Company","1935","","","","5296"
"Fashion Show","","D. Gottlieb & Company","Gottlieb","1962","2","EM","Fashion Show - Pageantry - Women","825"
"Fast Ball","","Williams Electronics, Incorporated","Williams","1969","2","EM","Sports - Baseball","826"
"Fast Ball","","Exhibit Supply Company","Exhibit Supply Company","1946","1","EM","Sports - Baseball","827"
"Fast Draw","","D. Gottlieb & Company","Gottlieb","1975","4","EM","American West - Western","828"
"Fast Draw","","Europlay","Europlay","","4","SS","","5441"
"Fast Track","","Mr. Game","Mr. Game","","4","SS","Racing","5217"
"Fast Track","","Sullivan-Nolan Advertising Company [WWII Conversions Only]","Sullivan-Nolan Advertising Company [WWII Conversions Only]","1943","1","EM","","3833"
"FasTrac","","Stern Electronics, Incorporated","Stern","","4","SS","Sports - Auto Racing","5300"
"Fathom","","Bally Manufacturing Corporation","Bally","1981","4","SS","Fantasy - Scuba Diving - Water Sports","829"
"Fatima","","Bally Manufacturing Corporation","Bally","1933","1","ME","","830"
"Faukland","","Renov' Automatic - Jolux","Renov' Automatic - Jolux","","4","EM","Historical - Military - Nautical - Naval - Navy - Warfare - World Places","4376"
"Favorit","","T.H. Bergmann & Company","T.H. Bergmann & Company","1939","1","EM","Sports - Horse Racing","4888"
"Favorite","","","","","1","ME","Sports - Horse Racing","5240"
"Favorite","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1948","1","EM","Sports - Horse Racing","831"
"Favorite","","Buckley Manufacturing Company","Buckley Manufacturing Company","1932","1","ME","","3089"
"Feed Bag","","Western Equipment & Supply Company","Western Equipment & Supply Company","1938","1","EM","Sports - Horse Racing","3093"
"Feitiço","","Irmacor","Irmacor","","4","SS","Demonic - Supernatural","6517"
"Fence Buster","","D. Gottlieb & Company","Gottlieb","1936","1","EM","Sports - Baseball","832"
"Feria","","Talleres del Llobregat S.A. [Automaticos]","Talleres del Llobregat S.A. [Automaticos]","","1","EM","Circus/Carnival - Fair - Women","5813"
"Feria","","Salor, S.A","Salor, S.A","1964","1","EM","Circus/Carnival - Fair - Women","6246"
"Ferry-Boat","","","","","1","EM","Boats - Travel - Water","5638"
"Festival","","Talleres del Llobregat S.A. [Automaticos]","Talleres del Llobregat S.A. [Automaticos]","","1","EM","Festival - Music - Dancing - People - Singing","6367"
"Festival","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1967","4","EM","Happiness - Music - Dancing","833"
"Festival Pop","","Marsa","Marsa","","1","EM","Happiness - Music - Nightlife - Singing","4881"
"Fiesta","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1938","1","EM","Dancing - Music - Singing","835"
"Fiesta","","Exhibit Supply Company","Exhibit Supply Company","1946","1","EM","Celebration - Dancing - Festivities - Music","836"
"Fiesta","","Playmatic","Playmatic","1976","4","EM","Music - Dancing - World Places","837"
"Fiesta","","Williams Electronic Manufacturing Company","Williams","1959","2","EM","Celebration - Festivities","838"
"Fifteen","","Industria (Electromecánica) de Recreativos S.A","Industria (Electromecánica) de Recreativos S.A","1974","1","EM","","4409"
"Fifth Inning","","Bally Manufacturing Corporation","Bally","1939","1","EM","Sports - Baseball","839"
"Fifty Grand","","Automatic Games Company","Automatic Games Company","1933","1","EM","","840"
"Fifty Grand","","Specialty Manufacturing Company","Specialty Manufacturing Company","1941","1","EM","","3094"
"Fifty Grand","","Genco Manufacturing Company","Genco Manufacturing Company","1936","1","EM","","4279"
"Fighter","","","","","4","SS","Adventure - Outer Space - Science Fiction","6159"
"Fightin' Phils","","Nate Schneller Incorporated","Nate Schneller Incorporated","1950","1","EM","Sports - Baseball","3095"
"Fighting Irish","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1950","1","EM","Sports - Football","843"
"Figure 8","","Butler Specialty Company","Butler Specialty Company","1932","1","ME","","844"
"Figure 8","","Hercules Novelty Company, Incorporated","Hercules Novelty Company, Incorporated","1932","1","ME","","4546"
"Figure 8","","Field Manufacturing Corporation","Field Manufacturing Corporation","1932","1","ME","","5727"
"Figure 8","","California Games Company","California Games Company","1936","","EM","","5766"
"Figure Eight","","Burrows Automatic Supply Company, Ltd.","Burrows Automatic Supply Company, Ltd.","1933","1","ME","","5728"
"Film Cavalcade","","Nate Schneller Incorporated","Nate Schneller Incorporated","1949","1","EM","Movie Making - Show Business","845"
"Finance","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1936","1","EM","","3096"
"Fire Action","","Taito do Brasil, a division of Taito, Japan","Taito do Brasil, a division of Taito, Japan","1980","4","SS","Outer Space","4570"
"Fire Action De Luxe","","Taito do Brasil, a division of Taito, Japan","Taito do Brasil, a division of Taito, Japan","1983","4","SS","Outer Space","4552"
"Fire Alarm","","D. Gottlieb & Company","Gottlieb","1939","1","EM","","846"
"Fire Ball","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1937","1","EM","","847"
"Fire Chief","","D. Gottlieb & Company","Gottlieb","1935","1","EM","","848"
"Fire Cracker","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1937","1","EM","","849"
"Fire Cracker","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1963","2","EM","","850"
"Fire Mountain","","Zaccaria","Zaccaria","1980","4","SS","Volcano","3097"
"Fire Queen","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1977","2","EM","Fantasy","851"
"Fire!","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1987","4","SS","","859"
"Fire! Champagne Edition","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1987","4","SS","Firefighting","860"
"Fireball","","Bally Manufacturing Corporation","Bally","1972","4","EM","Fantasy","852"
"Fireball","","Centro Matic S.A.","Centro Matic S.A.","1973","1","EM","Fantasy","3684"
"Fireball","","Bally Manufacturing Corporation","Bally","1976","4","SS","","4116"
"Fireball Classic","","Bally Midway Manufacturing Company","Bally","1985","4","SS","Fantasy","853"
"Fireball Classic","","Bally Wulff","Bally Wulff","1986","4","SS","","4544"
"Fireball II","","Bally Manufacturing Corporation","Bally","1981","4","SS","Fantasy","854"
"Fireball II","","Bell Games","Bell Games","","4","SS","Fantasy","3704"
"Firecracker","","Bally Manufacturing Corporation","Bally","1971","4","EM","Celebration - Festivities","855"
"Firefly","","Williams Electronics, Incorporated","Williams","","2","EM","","6545"
"Firepower","","Williams Electronics, Incorporated","Williams","1980","4","SS","Outer Space","856"
"Firepower II","","Williams Electronics, Incorporated","Williams","1983","4","SS","Outer Space","857"
"Firestar","","Playmec","Playmec","","1","EM","Fantasy","5366"
"Firestone","","D. Gottlieb & Company","Gottlieb","1934","1","ME","","858"
"First Bolide","","Renov' Automatic - Jolux","Renov' Automatic - Jolux","","4","EM","Sports - Auto Racing","5656"
"First National","","Bally Manufacturing Corporation","Bally","1936","1","EM","","4171"
"Fish Tales","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1992","4","SS","Sports - Fishing","861"
"Fishin'","","Exhibit Supply Company","Exhibit Supply Company","1943","1","EM","","3845"
"Fishin'","","Arco Sales Co.","Arco Sales Co.","1942","1","EM","Fishing - Recreation","5310"
"Five & Ten","","D. Gottlieb & Company","Gottlieb","1941","1","EM","","863"
"Five and Ten","","Stoner Manufacturing Company","Stoner Manufacturing Company","1935","1","EM","","862"
"Five Star Final","","D. Gottlieb & Company","Gottlieb","1932","1","ME","","4746"
"Five Star Final Jr.","","D. Gottlieb & Company","Gottlieb","1932","1","ME","","865"
"Five Star Final Sr.","","D. Gottlieb & Company","Gottlieb","1932","1","ME","","3098"
"Five Star Reserve","","D. Gottlieb & Company","Gottlieb","1938","1","EM","","866"
"FJ","","A. Hankin & Company","A. Hankin & Company","1978","4","SS","Hot Rods - Nostalgia - Automobiles","3627"
"Flag-Ship","","D. Gottlieb & Company","Gottlieb","1957","2","EM","Nautical - Sailing","868"
"Flagship","","Exhibit Supply Company","Exhibit Supply Company","1940","1","EM","","867"
"Flame of Athens","","Allied Leisure Industries, Incorporated","Allied Leisure Industries, Incorporated","1978","2","SS","","3100"
"Flamenco Show","","Talleres del Llobregat S.A. [Automaticos]","Talleres del Llobregat S.A. [Automaticos]","","1","EM","Flamenco Dancing","5272"
"Flamingo","","Williams Manufacturing Company","Williams","1947","1","EM","Happiness - Travel","869"
"Flapper Migs","","","","","1","ME","","5137"
"Flash","","Exhibit Supply Company","Exhibit Supply Company","1939","1","EM","Nautical - Speedboat Racing - Water","870"
"Flash","","Williams Electronics, Incorporated","Williams","1979","4","SS","Fantasy","871"
"Flash","","Rock-ola Manufacturing Corporation","Rock-ola Manufacturing Corporation","1935","1","ME","","872"
"Flash","","R.& H. Sales Company","R.& H. Sales Company","1932","1","ME","","3960"
"Flash (Junior)","","Richard Manufacturing Company","Richard Manufacturing Company","1932","1","ME","","5028"
"Flash (Senior)","","Richard Manufacturing Company","Richard Manufacturing Company","1933","1","ME","","4013"
